id,worker_id,condition,trial_id,ground_truth,participant_answer,time_spent_ms,created_at
313e4e04-9941-4535-a91e-67483cbc5675,P-MN4Q70OG-ZR65MK,no-ai,39,SARCASM,SARCASM,141524,2026-03-24 14:51:47.058186+00
331ebef2-731e-445f-a20a-8bf8a8b8b852,P-MN4QFLHS-WO5HMW,no-ai,35,NOT_SARCASM,SARCASM,24008,2026-03-24 14:53:58.051972+00
379f1312-80df-409e-a077-90cfa8917bf2,P-MN4QYM0V-Y2P79R,no-ai,225,SARCASM,SARCASM,60002,2026-03-24 15:07:27.304062+00
37b03756-4cd0-48b9-b9b9-c7efdda7f473,P-MN4QFLHS-WO5HMW,no-ai,221,SARCASM,NOT_SARCASM,30143,2026-03-24 14:52:19.537573+00
3898845e-85aa-47a5-917b-03f3c319b86d,P-MN4SBZ4P-VW2H9K,with-ai,205,NOT_SARCASM,NOT_SARCASM,750,2026-03-24 15:44:37.762614+00
38f7d5a4-ef5e-45e3-b0ff-b9946a0baaa7,P-MN4R5D37-QSKUAZ,no-ai,137,NOT_SARCASM,SARCASM,10409,2026-03-24 15:15:28.369186+00
390538aa-9924-43a1-9d92-b259de9f9268,P-MN4Q70OG-ZR65MK,no-ai,7,SARCASM,SARCASM,122,2026-03-24 14:54:54.96585+00
3a0c0d46-d70c-4ff8-8951-bce015e25278,P-MNJ0SBB7-Y2S0PH,with-ai,68,NOT_SARCASM,SARCASM,628,2026-04-03 14:59:01.799079+00
3af97df1-f741-4aaa-8c1b-a2d580f5768d,P-MN4QFLHS-WO5HMW,no-ai,2,NOT_SARCASM,NOT_SARCASM,22846,2026-03-24 14:57:16.964819+00
3c33c127-57c1-4646-a01a-24e5ceb254f0,P-MNJ0SBB7-Y2S0PH,with-ai,166,NOT_SARCASM,SARCASM,533,2026-04-03 14:58:55.79979+00
3d1b4f1b-e260-4fd1-93d4-70dc7c2df2ee,P-MN4QRFUY-5YFWZO,with-ai,58,NOT_SARCASM,NOT_SARCASM,25989,2026-03-24 15:00:47.703384+00
3e3bdd2d-ddd9-46fb-b831-ac29152b7743,P-MN4SBZ4P-VW2H9K,with-ai,26,NOT_SARCASM,NOT_SARCASM,627,2026-03-24 15:44:35.431982+00
3e59d8a8-7687-45e7-9d47-25f9d63a9e35,P-MNJ0SBB7-Y2S0PH,with-ai,209,SARCASM,SARCASM,1167,2026-04-03 14:58:58.694881+00
3ed2ae34-72fd-4001-acd9-53df08b5b80e,P-MN6QYDFE-Q5U4K4,with-ai,170,SARCASM,SARCASM,14330,2026-03-26 00:43:26.57079+00
3fe67619-1457-4f89-ad95-6f03deb51008,P-MN4R5D37-QSKUAZ,no-ai,37,SARCASM,SARCASM,4886,2026-03-24 15:13:01.323966+00
410a6f7d-5f7e-4565-be47-76aec836f0de,P-MN4QR6CY-096LZE,with-ai,124,NOT_SARCASM,SARCASM,3848,2026-03-24 15:01:32.545755+00
425d67a2-7d6c-416b-aec2-12c0e8732308,P-MN4QYM0V-Y2P79R,no-ai,161,NOT_SARCASM,NOT_SARCASM,10613,2026-03-24 15:08:22.036638+00
43b1b6b6-634e-4473-a9a8-4ae15c383424,P-MN4R5D37-QSKUAZ,no-ai,142,SARCASM,NOT_SARCASM,25783,2026-03-24 15:11:42.317186+00
44163eeb-1b77-4798-b5a9-5cdf310ced36,P-MN4RCPOP-47G0AC,with-ai,121,NOT_SARCASM,SARCASM,4475,2026-03-24 15:17:48.446897+00
44d38d88-3503-48d6-beae-c7c069c6feda,P-MN4QR6CY-096LZE,with-ai,74,SARCASM,SARCASM,9686,2026-03-24 15:01:28.618212+00
460f0c0a-807b-469a-a20f-f3222c679f11,P-MN4RCPOP-47G0AC,with-ai,28,SARCASM,SARCASM,2461,2026-03-24 15:17:10.982623+00
46ed24dc-6e1b-402d-89a9-acdd158e50d7,P-MN6R7MGL-LOF01Y,no-ai,95,NOT_SARCASM,NOT_SARCASM,8967,2026-03-26 00:48:48.837875+00
4929f2b8-cbe2-4cc7-b4bb-1657f514853f,P-MN4RCPOP-47G0AC,with-ai,123,NOT_SARCASM,SARCASM,1927,2026-03-24 15:17:50.462819+00
4970d57e-7e0e-47a3-8e3e-d7e3e794d69e,P-MN4SB1JM-XI7KWK,no-ai,147,NOT_SARCASM,SARCASM,796,2026-03-24 15:43:43.666734+00
49eb63be-4d9d-4d8c-80bd-236570beb4ac,P-MN4RL5SN-IWZXI4,with-ai,11,NOT_SARCASM,SARCASM,7430,2026-03-24 15:27:53.329473+00
49fa50b7-854d-44c1-adab-c4d1975d2c5e,P-MN4Q70OG-ZR65MK,no-ai,194,SARCASM,SARCASM,3953,2026-03-24 14:54:00.706826+00
4adf791b-c47e-4496-bc7f-41cf575194f3,P-MN4SBZ4P-VW2H9K,with-ai,235,SARCASM,SARCASM,965,2026-03-24 15:44:22.844088+00
4b62e844-595a-4a6e-b580-4a44e90d55bf,P-MN6R7MGL-LOF01Y,no-ai,53,SARCASM,SARCASM,4949,2026-03-26 00:51:03.439495+00
4bed39f7-2cb1-495d-957f-fa349b044190,P-MN4QFLHS-WO5HMW,no-ai,160,SARCASM,SARCASM,25860,2026-03-24 14:55:25.093773+00
4f2631db-5153-4b23-bde0-e95bde3d6e5d,P-MN4QYM0V-Y2P79R,no-ai,45,SARCASM,NOT_SARCASM,30951,2026-03-24 15:06:26.985405+00
508a336e-d0ae-4791-8bb6-6282f65ccb2f,P-MN4QRFUY-5YFWZO,with-ai,205,NOT_SARCASM,NOT_SARCASM,2605,2026-03-24 15:03:13.662109+00
51fb8d31-1e63-4ae9-b440-0c7aae53089b,P-MN4RL5SN-IWZXI4,with-ai,59,SARCASM,SARCASM,11851,2026-03-24 15:28:14.598548+00
566a033f-2e93-4852-92da-3ffec6a7f5f1,P-MNJ0SBB7-Y2S0PH,with-ai,52,NOT_SARCASM,NOT_SARCASM,549,2026-04-03 14:59:07.354172+00
57cb8bf1-7644-4232-b7ad-31a2714234ac,P-MN6R7MGL-LOF01Y,no-ai,1,SARCASM,NOT_SARCASM,10249,2026-03-26 00:48:39.159052+00
58f92abe-89de-403b-854c-9f2a2bc1e888,P-MN4R5D37-QSKUAZ,no-ai,27,SARCASM,NOT_SARCASM,38370,2026-03-24 15:14:57.41668+00
5947c49e-8814-4f7f-a9e8-803214bd31ba,P-MN4Q70OG-ZR65MK,no-ai,171,NOT_SARCASM,NOT_SARCASM,54079,2026-03-24 14:48:55.911037+00
59f92ef0-3622-4017-aa2c-9b8c4989312d,P-MN4QYM0V-Y2P79R,no-ai,223,NOT_SARCASM,NOT_SARCASM,20169,2026-03-24 15:08:03.435744+00
5d0e9812-5aa1-4e72-9f79-506c782b05bd,P-MN4QYM0V-Y2P79R,no-ai,117,SARCASM,NOT_SARCASM,10334,2026-03-24 15:10:04.953777+00
5fc6eaa6-6aeb-4b7a-a10a-cab744c7c911,P-MN4QRFUY-5YFWZO,with-ai,110,NOT_SARCASM,NOT_SARCASM,1772,2026-03-24 15:02:45.894228+00
600d86ff-5afd-4fe4-b7ae-5303dce1ea56,P-MN4Q70OG-ZR65MK,no-ai,172,NOT_SARCASM,SARCASM,15304,2026-03-24 14:55:10.402707+00
602fa70d-18b0-4a44-b47e-bb6f17735927,P-MN4SBZ4P-VW2H9K,with-ai,29,SARCASM,SARCASM,1008,2026-03-24 15:44:28.179087+00
6057ca24-022d-4d1e-9044-bb37eef58ea8,P-MN4RCPOP-47G0AC,with-ai,182,SARCASM,SARCASM,16854,2026-03-24 15:18:09.118665+00
61570528-235e-45c5-98f6-2b4e77bda344,P-MN4SB1JM-XI7KWK,no-ai,36,SARCASM,SARCASM,910,2026-03-24 15:43:57.684385+00
624b06ed-6b36-45df-8c3a-cd71634576c8,P-MNJ0SBB7-Y2S0PH,with-ai,4,SARCASM,SARCASM,703,2026-04-03 14:59:11.529629+00
63920cc0-dad2-4512-9aa7-29c6a5e53229,P-MN4Q70OG-ZR65MK,no-ai,157,SARCASM,NOT_SARCASM,85163,2026-03-24 14:47:24.855926+00
64453e17-6730-4514-9523-7a44e008f857,P-MN4Q70OG-ZR65MK,no-ai,72,SARCASM,SARCASM,53944,2026-03-24 14:54:54.748892+00
645577ce-ef7f-4c52-bb50-3f53c501396d,P-MN4RL5SN-IWZXI4,with-ai,34,SARCASM,NOT_SARCASM,22404,2026-03-24 15:23:49.438094+00
656ed79d-2de1-4b5d-a1db-0d947f928e45,P-MN4QYM0V-Y2P79R,no-ai,14,NOT_SARCASM,SARCASM,8166,2026-03-24 15:10:58.6661+00
65b3d061-5c32-4708-89ba-ae9b8d4c2d98,P-MN4SBZ4P-VW2H9K,with-ai,212,SARCASM,NOT_SARCASM,865,2026-03-24 15:44:29.143474+00
66355ae8-21d9-46e1-a839-b4a18aedc5f0,P-MNJ0SBB7-Y2S0PH,with-ai,87,SARCASM,NOT_SARCASM,1956,2026-04-03 14:59:14.870129+00
66752770-d94e-429c-a01f-aff411363b0a,P-MN6R7MGL-LOF01Y,no-ai,160,SARCASM,SARCASM,4892,2026-03-26 00:50:58.249073+00
6893f2d2-266a-47cb-bf2c-5e7d4b076970,P-MN6R7MGL-LOF01Y,no-ai,156,SARCASM,SARCASM,15072,2026-03-26 00:49:09.941304+00
68a45d02-4099-4f5f-8e29-39c4a6a9f1b9,P-MN6R7MGL-LOF01Y,no-ai,194,SARCASM,SARCASM,7296,2026-03-26 00:52:11.103956+00
6930eb8b-bef2-49f4-8e7c-18e03c407a33,P-MN4Q70OG-ZR65MK,no-ai,200,NOT_SARCASM,SARCASM,58136,2026-03-24 14:57:29.866163+00
6a983dd5-f3e3-47c2-9523-47b12ee71a46,P-MN4QYM0V-Y2P79R,no-ai,42,SARCASM,SARCASM,23249,2026-03-24 15:10:41.942124+00
6b2c8045-6c7c-4564-aa81-23dc9cf480f9,P-MN4SBZ4P-VW2H9K,with-ai,228,NOT_SARCASM,SARCASM,1036,2026-03-24 15:44:30.264213+00
6c8085b8-a3ae-490a-8890-34b1f6eeddef,P-MNJ0SBB7-Y2S0PH,with-ai,168,SARCASM,NOT_SARCASM,865,2026-04-03 14:59:12.562491+00
6ce2d0a4-488f-4cf5-80c1-71a3459cefe8,P-MN4R5D37-QSKUAZ,no-ai,121,NOT_SARCASM,SARCASM,7027,2026-03-24 15:11:49.419558+00
6e4a217e-f0c8-4138-8c5c-624f8a586482,P-MN4RCPOP-47G0AC,with-ai,208,NOT_SARCASM,SARCASM,2092,2026-03-24 15:17:04.502387+00
6ea8b523-b2ed-43be-adcb-ee7f55a1024b,P-MN4R5D37-QSKUAZ,no-ai,125,SARCASM,SARCASM,17158,2026-03-24 15:13:35.749003+00
6fa34d63-2d91-4898-a92d-b9699c780277,P-MN4QRFUY-5YFWZO,with-ai,146,SARCASM,NOT_SARCASM,1620,2026-03-24 15:03:21.060529+00
702128fd-3f92-4fd1-b1d1-4485ddb06eb6,P-MN4QFLHS-WO5HMW,no-ai,65,SARCASM,NOT_SARCASM,34545,2026-03-24 14:51:49.260419+00
702528ce-e05d-4932-b5a7-47f0b1424830,P-MNJ0SBB7-Y2S0PH,with-ai,75,NOT_SARCASM,SARCASM,659,2026-04-03 14:59:09.153177+00
7156ac09-3263-4526-8d4e-875b3bf6654b,P-MN4QRFUY-5YFWZO,with-ai,88,SARCASM,NOT_SARCASM,18244,2026-03-24 15:01:06.014451+00
722d2e29-63d1-4888-961f-d72db36cb1e0,P-MN6QYDFE-Q5U4K4,with-ai,67,SARCASM,SARCASM,46398,2026-03-26 00:43:11.194813+00
724db4a6-fa70-4b11-bfde-0aed5a375ff7,P-MN4RCPOP-47G0AC,with-ai,26,NOT_SARCASM,NOT_SARCASM,1495,2026-03-24 15:17:08.422374+00
725280c0-5f20-4fcb-b98d-c454b48b29b2,P-MN4RL5SN-IWZXI4,with-ai,244,NOT_SARCASM,SARCASM,6160,2026-03-24 15:25:23.718983+00
72a993fe-ee1f-422f-8cc5-edec8f0e6813,P-MN4RCPOP-47G0AC,with-ai,195,NOT_SARCASM,NOT_SARCASM,1682,2026-03-24 15:17:14.096888+00
72ff4433-3724-41d8-a278-305ed26cf75a,P-MN4RL5SN-IWZXI4,with-ai,125,SARCASM,NOT_SARCASM,15786,2026-03-24 15:27:32.347965+00
749844e8-ec85-4b60-8c77-2e00aed9f455,P-MN6QYDFE-Q5U4K4,with-ai,69,NOT_SARCASM,NOT_SARCASM,17435,2026-03-26 00:42:21.325348+00
759bf74b-de3b-4411-89cd-b364607101d1,P-MN4SBZ4P-VW2H9K,with-ai,237,NOT_SARCASM,SARCASM,1198,2026-03-24 15:44:27.085364+00
75e68b1b-c778-45bb-898a-cc91b4db846f,P-MN4SB1JM-XI7KWK,no-ai,14,NOT_SARCASM,SARCASM,1046,2026-03-24 15:43:54.6758+00
766081e6-d71c-4c20-a4aa-f335eee2c4ca,P-MN6QYDFE-Q5U4K4,with-ai,11,NOT_SARCASM,SARCASM,9859,2026-03-26 00:45:00.932415+00
76c559e6-8139-483c-a483-30bcd5d95472,P-MN4RCPOP-47G0AC,with-ai,112,NOT_SARCASM,NOT_SARCASM,2108,2026-03-24 15:18:11.312326+00
77584dbf-bd1e-49fd-92bb-03dcdab08038,P-MN4QRFUY-5YFWZO,with-ai,191,NOT_SARCASM,NOT_SARCASM,1587,2026-03-24 15:02:42.658162+00
77c48556-aef0-4543-aa2b-261232ea7eb7,P-MN6QYDFE-Q5U4K4,with-ai,144,SARCASM,SARCASM,25263,2026-03-26 00:44:25.575378+00
79dc659e-0995-4d37-a056-59455af96154,P-MN4QR6CY-096LZE,with-ai,139,SARCASM,SARCASM,9996,2026-03-24 15:05:06.532132+00
7a04d4e2-b6dd-4f4b-ae0f-886c657e54da,P-MN4QFLHS-WO5HMW,no-ai,148,NOT_SARCASM,SARCASM,44213,2026-03-24 14:53:03.863974+00
7a63a404-9495-44d9-a04f-319fd1524e28,P-MN4QFLHS-WO5HMW,no-ai,74,SARCASM,NOT_SARCASM,12094,2026-03-24 14:58:03.379637+00
7ab92fcb-c8d2-44dd-a773-24c0e6efa1da,P-MN6R7MGL-LOF01Y,no-ai,149,NOT_SARCASM,NOT_SARCASM,6399,2026-03-26 00:49:16.637657+00
7b36b10d-d36e-4a3a-bf07-769bc62a2d0f,P-MN4QR6CY-096LZE,with-ai,99,NOT_SARCASM,NOT_SARCASM,14133,2026-03-24 15:00:48.4939+00
7b864865-a064-4e47-ad04-9c41b096f730,P-MN6QYDFE-Q5U4K4,with-ai,17,NOT_SARCASM,SARCASM,23549,2026-03-26 00:41:59.401531+00
7c43f352-3831-4106-be17-ad039814034b,P-MN4SB1JM-XI7KWK,no-ai,118,SARCASM,NOT_SARCASM,1038,2026-03-24 15:43:53.548056+00
7c90a80d-5d9a-4af1-b850-aa2f5b70f083,P-MN4Q70OG-ZR65MK,no-ai,201,SARCASM,SARCASM,95789,2026-03-24 14:53:22.955794+00
7cd9daf9-09cf-4116-902d-28016f72a864,P-MN4R5D37-QSKUAZ,no-ai,120,SARCASM,SARCASM,17113,2026-03-24 15:13:18.518513+00
7d03fdab-734f-48c2-95eb-78639d81dd3d,P-MN4SBZ4P-VW2H9K,with-ai,225,SARCASM,SARCASM,504,2026-03-24 15:44:23.413885+00
7d15548a-f323-4c35-bab3-56fab77eb88f,P-MN6QYDFE-Q5U4K4,with-ai,134,SARCASM,NOT_SARCASM,5558,2026-03-26 00:44:31.350239+00
7d8dc3df-60df-4576-a91d-586be1101005,P-MN4QRFUY-5YFWZO,with-ai,6,SARCASM,SARCASM,843,2026-03-24 15:03:17.464869+00
806e61a8-728c-4344-a488-2959df8d48d6,P-MN4Q70OG-ZR65MK,no-ai,235,SARCASM,SARCASM,68098,2026-03-24 14:45:59.13163+00
8103b902-8f45-44fe-83a0-857e0ee13dd4,P-MN6QYDFE-Q5U4K4,with-ai,203,NOT_SARCASM,SARCASM,25848,2026-03-26 00:46:00.720646+00
815acff6-2a72-47dc-9b02-2ebc0626b35e,P-MN4QRFUY-5YFWZO,with-ai,150,SARCASM,NOT_SARCASM,25375,2026-03-24 15:01:31.462105+00
82d0f1e2-688f-44fc-91ce-a4a00fb3e675,P-MN4QFLHS-WO5HMW,no-ai,74,SARCASM,NOT_SARCASM,11045,2026-03-24 14:58:02.32847+00
835b8755-3197-4716-a468-e8ba4aa1b3f8,P-MN6R7MGL-LOF01Y,no-ai,183,SARCASM,SARCASM,5325,2026-03-26 00:51:54.391141+00
8468720b-6410-4668-8507-93e381a34e8b,P-MN6QYDFE-Q5U4K4,with-ai,80,NOT_SARCASM,NOT_SARCASM,16128,2026-03-26 00:44:47.766053+00
84c85453-2c71-4882-8901-a5f9af04c776,P-MN6R7MGL-LOF01Y,no-ai,5,SARCASM,NOT_SARCASM,2775,2026-03-26 00:50:53.096777+00
853c611b-41d3-4b06-9f09-6f2850851f3f,P-MN4QYM0V-Y2P79R,no-ai,68,NOT_SARCASM,SARCASM,14387,2026-03-24 15:11:40.808897+00
858492c5-6529-487f-a4e6-fce0bf48d66d,P-MN4RCPOP-47G0AC,with-ai,3,NOT_SARCASM,SARCASM,2723,2026-03-24 15:17:43.881579+00
85b49775-b71f-47d8-b966-b0c24a5b1075,P-MN4QFLHS-WO5HMW,no-ai,190,NOT_SARCASM,NOT_SARCASM,9272,2026-03-24 14:55:34.469301+00
884ec5e2-382a-4cc6-9237-8c45f5dcccb3,P-MN4SB1JM-XI7KWK,no-ai,162,SARCASM,NOT_SARCASM,743,2026-03-24 15:43:42.784644+00
88db1079-aefc-4e1c-a18e-613d98162ecb,P-MNJ0SBB7-Y2S0PH,with-ai,87,SARCASM,NOT_SARCASM,690,2026-04-03 14:59:13.350581+00
8a1a8de7-d462-4355-881e-960b23ca35a2,P-MN4RCPOP-47G0AC,with-ai,24,SARCASM,SARCASM,1217,2026-03-24 15:17:12.29752+00
8adeb8cd-245d-457e-98eb-cd842820de91,P-MN6QYDFE-Q5U4K4,with-ai,3,NOT_SARCASM,SARCASM,8262,2026-03-26 00:46:38.882695+00
8f1ec4bf-0aac-4ad3-99ff-c6a2e2c62e8b,P-MN4RL5SN-IWZXI4,with-ai,68,NOT_SARCASM,SARCASM,25100,2026-03-24 15:27:16.468664+00
9049fbd4-6357-491f-b819-61e1fce7598b,P-MN4SBZ4P-VW2H9K,with-ai,116,NOT_SARCASM,NOT_SARCASM,819,2026-03-24 15:44:33.164968+00
90a380e2-a7fc-44bf-ac11-e78529dae971,P-MN4R5D37-QSKUAZ,no-ai,38,NOT_SARCASM,SARCASM,26876,2026-03-24 15:14:18.843264+00
9111160c-5c1c-44ea-bc7b-15e820b12b38,P-MNJ0SBB7-Y2S0PH,with-ai,30,SARCASM,NOT_SARCASM,714,2026-04-03 14:59:02.604095+00
91c8616b-9e49-47f2-9173-72436b1de2f4,P-MNJ0SBB7-Y2S0PH,with-ai,46,SARCASM,SARCASM,51232,2026-04-03 14:58:52.931165+00
96d859b9-9ffa-4eae-aa9f-2860221fb69e,P-MN4RL5SN-IWZXI4,with-ai,189,SARCASM,SARCASM,13614,2026-03-24 15:24:12.105399+00
97b1693d-c46a-4097-b4e5-ebcae6408500,P-MN4QYM0V-Y2P79R,no-ai,88,SARCASM,SARCASM,7278,2026-03-24 15:11:48.17635+00
99cc1621-0542-4cf6-8c66-f8433f100313,P-MN4SB1JM-XI7KWK,no-ai,248,SARCASM,SARCASM,969,2026-03-24 15:43:56.6449+00
